time,PM2.5,PM10
2021-02-04 15:00:00,16.152079530743084,22.409525154746344
2021-02-04 16:00:00,17.23496997067178,24.508934327706452
2021-02-04 17:00:00,20.20564826457245,29.062111796769695
2021-02-04 18:00:00,31.82558725378357,44.60935581968098
2021-02-04 19:00:00,25.130429394059547,34.70874133240045
2021-02-04 20:00:00,22.474196333505382,27.729054594757713
2021-02-04 21:00:00,24.820980114361028,30.526975126156497
2021-02-04 22:00:00,24.495029590197017,29.65225669323163
2021-02-04 23:00:00,24.766811631327123,29.45432859168536
2021-02-05 00:00:00,28.533718755596603,32.9081251808057
2021-02-05 01:00:00,49.97113071934081,59.25758126158707
2021-02-05 02:00:00,48.90046506327424,57.5919865634332
2021-02-05 03:00:00,43.60100672196292,49.93250105504686
2021-02-05 04:00:00,40.21672247684727,45.219693392408615
2021-02-05 05:00:00,41.847083694444095,46.96893175961851
2021-02-05 06:00:00,38.684636527795284,42.03519551142177
2021-02-05 07:00:00,46.85295127382181,52.39424848180939
2021-02-05 08:00:00,52.60754662355392,59.082174723865116
2021-02-05 09:00:00,51.07100013362274,59.20099451201596
2021-02-05 10:00:00,39.275366741024804,45.176511868030325
2021-02-05 11:00:00,29.10589849570141,34.99447024167478
2021-02-05 12:00:00,23.14082138744377,28.018296956767607
2021-02-05 13:00:00,22.318445950892073,28.09248247066176
2021-02-05 14:00:00,20.817046162721986,26.733891733796792
2021-02-05 15:00:00,19.825031937968333,25.83856922745809
2021-02-05 16:00:00,19.116519585097624,25.538864528317752
2021-02-05 17:00:00,22.292694211970268,29.021622845216605
2021-02-05 18:00:00,36.63731469471531,44.894764874500815
2021-02-05 19:00:00,56.3709579860724,64.54976375029806
2021-02-05 20:00:00,57.12799580858367,64.02540876546122
2021-02-05 21:00:00,57.62922516649825,63.592878194599606
2021-02-05 22:00:00,64.37370853376183,69.74415822175256
2021-02-05 23:00:00,68.12372623487045,73.12981324164558
2021-02-06 00:00:00,65.98244329997333,70.93321553090236
2021-02-06 01:00:00,52.82384301081847,56.65831319673735
2021-02-06 02:00:00,45.11885286893749,48.56191298414546
2021-02-06 03:00:00,39.317092692321836,41.89509251709492
2021-02-06 04:00:00,36.92709103550415,39.5845809066028
2021-02-06 05:00:00,31.57312421671767,34.01855369188205
2021-02-06 06:00:00,27.26680947660884,29.321862884254415
2021-02-06 07:00:00,28.55327747793079,30.73095598275013
2021-02-06 08:00:00,15.913896215893802,18.047078814882973
2021-02-06 09:00:00,10.988957701717654,13.635226043792965
2021-02-06 10:00:00,11.19329337699988,14.086351649037736
2021-02-06 11:00:00,12.604518908913656,15.836070430133804
2021-02-06 12:00:00,13.71914589166627,16.26364525640103
2021-02-06 13:00:00,15.26875676479323,18.30806117344655
2021-02-06 14:00:00,20.16928794001016,23.544871823844232
2021-02-06 15:00:00,21.555881784306973,24.592522954016637
2021-02-06 16:00:00,27.562646323452235,31.641273248726687
2021-02-06 17:00:00,30.2249214242044,34.97125083430546
2021-02-06 18:00:00,24.422793042876318,29.071779749594388
2021-02-06 19:00:00,30.85157509025991,35.121704967552176
2021-02-06 20:00:00,46.172696994179134,49.40441312978014
2021-02-06 21:00:00,54.51965522529759,57.52945850902323
2021-02-06 22:00:00,59.55469868920195,63.06593665645163
2021-02-06 23:00:00,54.58278462670766,57.274810497987296
2021-02-07 00:00:00,52.27217537217742,55.3580756219168
2021-02-07 01:00:00,49.71126264374954,52.719899837429764
2021-02-07 02:00:00,51.4306506253461,54.56770512791972
2021-02-07 03:00:00,36.5165496973507,39.02520210456634
2021-02-07 04:00:00,36.52199163194482,39.289607624150875
2021-02-07 05:00:00,35.57592726508082,38.07661655321824
2021-02-07 06:00:00,30.752334710937227,32.46754852546143
2021-02-07 07:00:00,51.850192100349844,54.49387884011087
2021-02-07 08:00:00,50.82002575879228,53.200404453207476
2021-02-07 09:00:00,59.47631650922806,62.336304934984355
2021-02-07 10:00:00,77.45781250383092,81.15756604099899
2021-02-07 11:00:00,71.42713836289464,75.7988538126453
2021-02-07 12:00:00,118.7668143245701,124.38224863639773
2021-02-07 13:00:00,98.09340720304863,103.00632227285202
2021-02-07 14:00:00,75.7098373417693,80.65855713896204
2021-02-07 15:00:00,52.13016063260092,57.91341951376476
2021-02-07 16:00:00,45.08566660452734,51.28514286202611
2021-02-07 17:00:00,42.242059259794736,49.77158386097812
2021-02-07 18:00:00,45.72000833889647,52.591682963787456
2021-02-07 19:00:00,46.02468857420968,50.2622622173276
2021-02-07 20:00:00,61.517819471163016,67.512043408621
2021-02-07 21:00:00,80.71543662226763,85.90106722630071
2021-02-07 22:00:00,104.32768536161683,109.80136799872842
2021-02-07 23:00:00,85.78393623129715,89.73669636773947
2021-02-08 00:00:00,54.238917324103554,56.26154923082389
2021-02-08 01:00:00,57.0065471515835,59.60525866678328
2021-02-08 02:00:00,49.29211281977699,51.235540364050536
2021-02-08 03:00:00,55.32868956407525,57.68124103358175
2021-02-08 04:00:00,61.39954318345471,64.18915187535269
2021-02-08 05:00:00,54.88440556631401,57.53050025981968
2021-02-08 06:00:00,73.15855918060802,76.38892811915935
2021-02-08 07:00:00,71.03326629072379,73.86774771745893
2021-02-08 08:00:00,79.93906902187513,91.91553101939851
